6621132,455147,0,6,14,22,6,14,22
6621132,429944,0,3,10,38,3,10,30
6621132,454865,0,6,14,24,6,14,22
6621132,487577,0,3,17,48,3,16,9
6621132,515763,0,7,15,53,7,7,46
6621132,520655,0,1,6,31,1,6,30
6621132,468963,0,1,19,11,1,13,30
6621132,509791,0,6,14,42,6,14,30
6621132,468886,0,1,15,54,1,15,36
6621132,462277,0,7,13,13,7,13,13
